specimen_id,coord_id,x,y,z
1,0,0.0,0.0,0.0
1,1,0.0,-0.0462945731894232,0.0
1,2,0.0,-0.0925891463788464,0.0
1,3,0.0006303249901801,-0.0959617107695984,0.0452380468084484
1,4,0.0025762777598088,-0.0983050380587831,0.0914307351752026
1,5,0.0058367985237067,-0.1005578641471005,0.1375537901640704
1,6,0.0104093105857444,-0.1027236940931687,0.1835694810380216
1,7,0.0162900299846912,-0.1048056851979968,0.2294402237506682
1,8,0.0234739748626293,-0.1068066923499005,0.2751286205903243
1,9,0.0319549766124197,-0.1087293058010954,0.3205975001029731
1,10,0.0417256923272826,-0.1105758828721221,0.3658099570816027
1,11,0.0527776187829146,-0.1123485747405779,0.4107293923889362
1,12,0.0651011077770509,-0.114049349217216,0.455319552474899
1,13,0.0786853829750269,-0.1156800102212568,0.4995445684151398
1,14,0.0935185581961637,-0.1172422145209236,0.5433689943478451
1,15,0.1095876572018407,-0.1187374861929036,0.5867578451685161
1,16,0.1268786348791811,-0.1201672291671477,0.6296766333929955
1,17,0.1453763998407977,-0.1215327381549939,0.672091405075162
1,18,0.1650648384184203,-0.1228352082045335,0.7139687746701223
1,19,0.1859268399447195,-0.1240757430840928,0.755275958783704
1,20,0.2079443229708055,-0.1252553626601923,0.7959808088900114
1,21,0.2310982630199896,-0.1263750094084875,0.8360518426341138
1,22,0.2553687214526268,-0.1274355541735688,0.8754582738052068
1,23,0.2807348753631611,-0.1284378012750059,0.914170040925016
1,24,0.3071750486075347,-0.1293824930418268,0.9521578342887724
1,25,0.3346667432169801,-0.130270313845055,0.9893931218640604
1,26,0.3631866717149526,-0.131101893687497,1.0258481736681098
1,27,0.3927107905419161,-0.131877811401247,1.0614960843433674
1,28,0.42321433397816,-0.1325985974960598,1.096310794265171
1,29,0.4546718485097636,-0.1332647366955603,1.1302671091750998
1,30,0.4870572277528868,-0.133876670193021,1.1633407181691011
1,31,0.520343747866704,-0.1344347976539628,1.1955082099982284
1,32,0.5545041032016268,-0.1349394789890085,1.226747087834831
1,33,0.5895104421262283,-0.1353910359171052,1.2570357825031548
1,34,0.6253344031033368,-0.1357897533363668,1.2863536640191275
1,35,0.6619471508694378,-0.1361358805172808,1.3146810515026297
1,36,0.6993194125290272,-0.1364296321308133,1.3419992216148626
1,37,0.737421513556793,-0.1366711891219918,1.3682904154767588
1,38,0.7762234137448486,-0.1368606994377876,1.393537843933199
1,39,0.8156947429076362,-0.1369982786165336,1.4177256913320009
1,40,0.8558048362231222,-0.1370840102446558,1.440839117946914
1,41,0.8965227692394846,-0.1371179462851496,1.4628642609479048
1,42,0.9378173925325236,-0.1371001072809614,1.4837882338532535
1,43,0.9796573658567784,-0.1370304824352179,1.5035991246562028
1,44,1.0220111917181094,-0.1369090295690724,1.5222859927192178
1,45,1.0648472483602656,-0.1367356749567617,1.5398388644058365
1,46,1.108133822141556,-0.136510313036302,1.556248727431227
1,47,1.1518391391845202,-0.1362328059930436,1.5715075241472607
1,48,1.1959313963191651,-0.1359029832120582,1.5856081436694534
1,49,1.240378791288073,-0.1355206405940084,1.5985444128445505
1,50,1.2851495521328269,-0.1350855397277291,1.610311086218977
1,51,1.330211965703217,-0.1345974069112089,1.6209038351776648
1,52,1.3755344053071583,-0.1340559320109587,1.6303192361785657
1,53,1.4210853574799365,-0.1334607671478647,1.638554758104069
1,54,1.4668334478410054,-0.1328115251954988,1.6456087487966164
1,55,1.5127474660041007,-0.1321077780744499,1.6514804209076592
1,56,1.5587963895295829,-0.131349054823494,1.6561698371179665
1,57,1.6049494069151011,-0.1305348394252562,1.659677894737825
1,58,1.651175939612011,-0.1296645683603595,1.6620063097436983
1,59,1.6974456630575332,-0.1287376278597982,1.6631576003153787
1,60,1.7437285267165124,-0.1277533508202873,1.6631350699631955
1,61,1.78999477313371,-0.1267110133414695,1.6619427902939492
1,62,1.8362149559976673,-0.1256098308369257,1.659585583444891
1,63,1.8823599572163296,-0.1244489536626763,1.656069004238127
1,64,1.928401003007996,-0.1232274621969989,1.6513993221275187
1,65,1.9743096790172547,-0.1219443612935364,1.6455835030223445
1,66,2.0200579444635256,-0.1205985740153514,1.6386291910160786
1,67,2.065618145327977,-0.1191889345401994,1.630544690057634
1,68,2.1109630265861443,-0.1177141801060519,1.6213389456231364
1,69,2.156065743500442,-0.1161729418398097,1.6110215264742458
1,70,2.200899871986731,-0.1145637342798756,1.599602606571637
1,71,2.2454394180584267,-0.1128849433631022,1.587092947172328
1,72,2.2896588263518245,-0.111134812596299,1.5735038791676843
1,73,2.3335329877329185,-0.109311427068942,1.5588472857262972
1,74,2.3770372460024034,-0.1074126948828752,1.5431355853711552
1,75,2.4201474037099673,-0.1054363254710446,1.5263817156059294
1,76,2.4628397270452673,-0.1033798041429846,1.508599117116838
1,77,2.5050909497758544,-0.1012403620191994,1.4898017186561274
1,78,2.546878276192101,-0.0990149402846875,1.470003922752885
1,79,2.5881793830032516,-0.0967001473821462,1.4492205924389747
1,80,2.6289724201316367,-0.0942922073467238,1.4274670392805306
1,81,2.6692360103003283,-0.0917868969107285,1.404759013028009
1,82,2.7089492472062777,-0.0891794682098772,1.3811126932062114
1,83,2.748091692011248,-0.0864645527979079,1.3565446831617998
1,84,2.7866433677704947,-0.0836360410609628,1.331072007304737
